app_id,schema27_title,schema27_institution,schema27_pi,start_date,website_url,website_match_status,website_match_count,match_methods
68588,Effects of skin-mediated signaling pathways on neurological and psychiatric disease,Massachusetts General Hospital,Dr David Fisher,2021-06-16,https://www.ukbiobank.ac.uk/projects/effects-of-skin-mediated-signaling-pathways-on-neurological-and-psychiatric-disease/,matched_one_website_record,1,unique_normalized_title
68590,Exploratory data analysis applied to the role of endocrine hormones and moderating effects in diabetes and cardiovascular disease within the UK Biobank participant cohort.,Federation University Australia,Dr Giles Oatley,2020-11-25,https://www.ukbiobank.ac.uk/projects/exploratory-data-analysis-applied-to-the-role-of-endocrine-hormones-and-moderating-effects-in-diabetes-and-cardiovascular-disease-within-the-uk-biobank-participant-cohort/,matched_one_website_record,1,unique_normalized_title
68601,"Large-scale whole genome sequencing of the UK Biobank cohort to generate and evaluate therapeutic hypotheses regarding targets, biomarkers and pathways implicated in disease",AstraZeneca AB,Dr Slave Petrovski,2020-10-22,https://www.ukbiobank.ac.uk/projects/large-scale-whole-genome-sequencing-of-the-uk-biobank-cohort-to-generate-and-evaluate-therapeutic-hypotheses-regarding-targets-biomarkers-and-pathways-implicated-in-disease-2/,matched_one_website_record,1,duplicate_title_resolved_by_institution
68640,"Exploring the possible risk factors of COVID-19 by combined genetic, functional genomic, clinical, and imaging data",Sun Yat-Sen University,Dr Ting Tian,2021-05-27,https://www.ukbiobank.ac.uk/projects/exploring-the-possible-risk-factors-of-covid-19-by-combined-genetic-functional-genomic-clinical-and-imaging-data/,matched_one_website_record,1,unique_normalized_title
68655,Distribution of fat-free mass and risk of mortality in general adult population and adults with comorbidities,Tianjin Medical University,Dr Ming Liu,2021-09-29,https://www.ukbiobank.ac.uk/projects/distribution-of-fat-free-mass-and-risk-of-mortality-in-general-adult-population-and-adults-with-comorbidities/,matched_one_website_record,1,unique_normalized_title
68672,Improving polygenic risk scores derived from summary statistics of genome-wide association studies,Tsinghua University,Professor Lin Hou,2022-06-07,https://www.ukbiobank.ac.uk/projects/improving-polygenic-risk-scores-derived-from-summary-statistics-of-genome-wide-association-studies/,matched_one_website_record,1,unique_normalized_title
68686,Resilience to Diseases of Aging in the Descendants of Nonagenarians versus Controls,Albert Einstein College of Medicine,Dr Anna Bortnick,2022-02-01,https://www.ukbiobank.ac.uk/projects/resilience-to-diseases-of-aging-in-the-descendants-of-nonagenarians-versus-controls/,matched_one_website_record,1,unique_normalized_title
68705,Evaluation of longitudinal quantitative biomarkers to assess for changes in cardiometabolic health,"Q Bio, Inc.",Dr Garry Choy,2021-04-20,https://www.ukbiobank.ac.uk/projects/evaluation-of-longitudinal-quantitative-biomarkers-to-assess-for-changes-in-cardiometabolic-health/,matched_one_website_record,1,unique_normalized_title
68722,The relationship and genetic association of high resting heart rate and myocardial remodeling,Xi'an Jiaotong University,Miss Mengyao Qi,2021-05-17,https://www.ukbiobank.ac.uk/projects/the-relationship-and-genetic-association-of-high-resting-heart-rate-and-myocardial-remodeling/,matched_one_website_record,1,unique_normalized_title
68746,Assessing the influence of genetic- and non-genetic risk factors on subclinical and clinical cardiovascular disease.,Geneva University Hospitals,Professor Georg Ehret,2021-01-11,https://www.ukbiobank.ac.uk/projects/assessing-the-influence-of-genetic-and-non-genetic-risk-factors-on-subclinical-and-clinical-cardiovascular-disease/,matched_one_website_record,1,unique_normalized_title
68767,The Neural Correlates of Low Bodyweight States: a Structural Neuroimaging Study,University of Aberdeen,Miss Michelle Sader,2021-05-28,https://www.ukbiobank.ac.uk/projects/the-neural-correlates-of-low-bodyweight-states-a-structural-neuroimaging-study/,matched_one_website_record,1,unique_normalized_title
68779,Identifying the genetic basis of audiometric phenotypes,University of Iowa,Dr Ishan Bhatt,2021-12-08,https://www.ukbiobank.ac.uk/projects/identifying-the-genetic-basis-of-audiometric-phenotypes/,matched_one_website_record,1,unique_normalized_title
68808,Pathway analysis and Prediction of Cardiovascular Disease,Capital Medical University,Professor Jie Du,2021-10-07,https://www.ukbiobank.ac.uk/projects/pathway-analysis-and-prediction-of-cardiovascular-disease/,matched_one_website_record,1,detail_page_app_id_after_title_unmatched_or_ambiguous
68812,Investigating environmental risk factors for ALS and FTD using mendelian randomisation,University of Sheffield,Dr Johnathan Cooper-Knock,2022-02-01,https://www.ukbiobank.ac.uk/projects/investigating-environmental-risk-factors-for-als-and-ftd-using-mendelian-randomisation/,matched_one_website_record,1,unique_normalized_title
68831,"Social stressors, shift work and health - the moderating role of genetic factors",STAMI National Institute of Occupational Health,Professor Johannes Gjerstad,2021-01-25,https://www.ukbiobank.ac.uk/projects/social-stressors-shift-work-and-health-the-moderating-role-of-genetic-factors/,matched_one_website_record,1,unique_normalized_title
68865,Phenome-Wide Association Study of Complement Component 4 Variants within Neuropsychiatric Disease and beyond,Icahn School of Medicine at Mount Sinai,Dr Georgios Voloudakis,2023-06-05,https://www.ukbiobank.ac.uk/projects/phenome-wide-association-study-of-complement-component-4-variants-within-neuropsychiatric-disease-and-beyond/,matched_one_website_record,1,unique_normalized_title
68906,Impact of air quality and the built environment on vitamin D status - investigating modifiable risk factors for COVID-19.,University of Westminster,Dr Moonisah Usman,2021-04-07,https://www.ukbiobank.ac.uk/projects/impact-of-air-quality-and-the-built-environment-on-vitamin-d-status-investigating-modifiable-risk-factors-for-covid-19/,matched_one_website_record,1,unique_normalized_title
68910,Interaction analysis of gene and blood biochemistry markers and metabolites regarding cardiometabolic traits and cancer risk in the UK Biobank cohort.,Vanderbilt University Medical Center,Dr Kevin Lu,2021-03-22,https://www.ukbiobank.ac.uk/projects/interaction-analysis-of-gene-and-blood-biochemistry-markers-and-metabolites-regarding-cardiometabolic-traits-and-cancer-risk-in-the-uk-biobank-cohort/,matched_one_website_record,1,unique_normalized_title
68923,Multiplex brain network architecture in psychoses,University of Pittsburgh,Dr Konasale Prasad,2021-12-06,https://www.ukbiobank.ac.uk/projects/multiplex-brain-network-architecture-in-psychoses/,matched_one_website_record,1,unique_normalized_title
68952,Association between genetic variants and incidence of cardiac arrhythmias among patients with ischemic and nonischemic cardiomyopathy in the UK Biobank population,Weill Cornell Medical College,Dr Jim Cheung,2021-04-19,https://www.ukbiobank.ac.uk/projects/association-between-genetic-variants-and-incidence-of-cardiac-arrhythmias-among-patients-with-ischemic-and-nonischemic-cardiomyopathy-in-the-uk-biobank-population/,matched_one_website_record,1,unique_normalized_title
68981,Deep learning models for brain age prediction and unraveling patterns of aging with application to neurological disease diagnosis,University of Ljubljana,Professor Ziga Spiclin,2021-02-08,https://www.ukbiobank.ac.uk/projects/deep-learning-models-for-brain-age-prediction-and-unraveling-patterns-of-aging-with-application-to-neurological-disease-diagnosis/,matched_one_website_record,1,unique_normalized_title
69022,The impact of female reproductive history and APOE genotype on cognitive health,Centre for Addiction and Mental Health,Professor Liisa Galea,2021-10-05,https://www.ukbiobank.ac.uk/projects/the-impact-of-female-reproductive-history-and-apoe-genotype-on-cognitive-health/,matched_one_website_record,1,unique_normalized_title
69033,"Modeling risk for cancer outcomes using modifiable, metabolomic and genetic factors",University of Leon,Professor Victor Moreno,2021-06-16,https://www.ukbiobank.ac.uk/projects/modeling-risk-for-cancer-outcomes-using-modifiable-metabolomic-and-genetic-factors/,matched_one_website_record,1,unique_normalized_title
69046,Evolutionary modeling of genetically complex traits and diseases,University of Chicago,Dr Jeremy Berg,2022-02-01,https://www.ukbiobank.ac.uk/projects/evolutionary-modeling-of-genetically-complex-traits-and-diseases/,matched_one_website_record,1,unique_normalized_title
69067,"Chronic pain, C-reactive protein, Vitamin D, psychosocial & lifestyle factors and medical comorbidities - a study using UK Biobank data",University of Queensland,Dr Scott Farrell,2021-01-25,https://www.ukbiobank.ac.uk/projects/chronic-pain-c-reactive-protein-vitamin-d-psychosocial-lifestyle-factors-and-medical-comorbidities-a-study-using-uk-biobank-data/,matched_one_website_record,1,unique_normalized_title
69079,Phenome-wide association study (PheWAS) on Rett syndrome genes,Seoul National University,Professor Murim Choi,2021-01-11,https://www.ukbiobank.ac.uk/projects/phenome-wide-association-study-phewas-on-rett-syndrome-genes/,matched_one_website_record,1,unique_normalized_title
69098,"The Relationship Between Normal Blood Pressure Values, Serum Uric Acid and Cardiovascular and Metabolic Phenotypes.",University of Pisa,Dr Alessandro Mengozzi,2021-04-20,https://www.ukbiobank.ac.uk/projects/the-relationship-between-normal-blood-pressure-values-serum-uric-acid-and-cardiovascular-and-metabolic-phenotypes/,matched_one_website_record,1,unique_normalized_title
69108,Exploratory study to develop a machine learning predictive algorithm by characterizing and evaluating potential digital biomarkers of disease prognosis and severity in COVID-19 infected patients,Danaher Corporation,Dr Sarah Kehoe,2021-01-25,https://www.ukbiobank.ac.uk/projects/exploratory-study-to-develop-a-machine-learning-predictive-algorithm-by-characterizing-and-evaluating-potential-digital-biomarkers-of-disease-prognosis-and-severity-in-covid-19-infected-patients/,matched_one_website_record,1,unique_normalized_title
69112,Risk stratification of diabetes and hypertension using body mass index (BMI) & waist circumference (WC),Korea Institute of Science and Technology Information,Dr Hyojung Paik,2021-06-21,https://www.ukbiobank.ac.uk/projects/risk-stratification-of-diabetes-and-hypertension-using-body-mass-index-bmi-waist-circumference-wc/,matched_one_website_record,1,unique_normalized_title
69177,Childbirth and depression,Uppsala University,Miss Therese Johansson,2021-03-16,https://www.ukbiobank.ac.uk/projects/childbirth-and-depression/,matched_one_website_record,1,unique_normalized_title
69183,Integrating large-scale genomic and phenotypic data to identify targets for gene silencing drugs and define the patient groups most likely to benefit from such drugs.,Silence Therapeutics plc,Dr Daniel Swerdlow,2021-07-30,https://www.ukbiobank.ac.uk/projects/integrating-large-scale-genomic-and-phenotypic-data-to-identify-targets-for-gene-silencing-drugs-and-define-the-patient-groups-most-likely-to-benefit-from-such-drugs/,matched_one_website_record,1,unique_normalized_title
69196,Common genetic and neuroimaging mechanisms between insomnia and substance use disorder,Peking University,Professor Jie Shi,2021-03-30,https://www.ukbiobank.ac.uk/projects/common-genetic-and-neuroimaging-mechanisms-between-insomnia-and-substance-use-disorder/,matched_one_website_record,1,unique_normalized_title
69203,Evolving Patient Risk Profiles using integrated Clinical and Genomic risk,Optum Services Ireland Limited,Dr Michael Bridges,2021-05-05,https://www.ukbiobank.ac.uk/projects/evolving-patient-risk-profiles-using-integrated-clinical-and-genomic-risk/,matched_one_website_record,1,unique_normalized_title
69235,Clonal hematopoiesis of indeterminate potential (CHIP) in aging and disease,Stanford University,Dr Siddhartha Jaiswal,2021-06-18,https://www.ukbiobank.ac.uk/projects/clonal-hematopoiesis-of-indeterminate-potential-chip-in-aging-and-disease/,matched_one_website_record,1,unique_normalized_title
69257,Identification of brain structures mediating effects of blood pressure on cognitive function,University of Glasgow,Professor Tomasz Guzik,2021-02-15,https://www.ukbiobank.ac.uk/projects/identification-of-brain-structures-mediating-effects-of-blood-pressure-on-cognitive-function/,matched_one_website_record,1,unique_normalized_title
69261,Development and validation of machine learning methods to improve the diagnosis of respiratory diseases,Clario Inc.,Mr Armin Halilovic,2021-01-27,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-machine-learning-methods-to-improve-the-diagnosis-of-respiratory-diseases/,matched_one_website_record,1,unique_normalized_title
69328,"Exploring internal and external exposome: behavioural, social, biological and genetic markers contribution to risk of cardiometabolic and respiratory conditions",Imperial College London,Professor Marc Chadeau-Hyam,2021-02-15,https://www.ukbiobank.ac.uk/projects/exploring-internal-and-external-exposome-behavioural-social-biological-and-genetic-markers-contribution-to-risk-of-cardiometabolic-and-respiratory-conditions/,matched_one_website_record,1,unique_normalized_title
69337,Multimorbidity patterns and impact of lifestyles in older adults: a longitudinal approach to address the prospective association between lifestyles and development of multimorbidity,Autonomous University of Madrid,Dr Francisco Felix Caballero,2021-09-14,https://www.ukbiobank.ac.uk/projects/multimorbidity-patterns-and-impact-of-lifestyles-in-older-adults-a-longitudinal-approach-to-address-the-prospective-association-between-lifestyles-and-development-of-multimorbidity/,matched_one_website_record,1,unique_normalized_title
69344,Whole-climate risk factors analysis of acute myocardial infarction (AMIs) based on machine learning modeling.,Beijing University of Chinese Medicine,Professor Guangrui Huang,2021-05-17,https://www.ukbiobank.ac.uk/projects/whole-climate-risk-factors-analysis-of-acute-myocardial-infarction-amis-based-on-machine-learning-modeling/,matched_one_website_record,1,unique_normalized_title
69359,Associations of circulating 25-hydroxyvitamin D concentrations with colorectal cancer risk and survival,Nanjing Medical University,Dr Dong Hang,2021-01-25,https://www.ukbiobank.ac.uk/projects/associations-of-circulating-25-hydroxyvitamin-d-concentrations-with-colorectal-cancer-risk-and-survival/,matched_one_website_record,1,unique_normalized_title
69371,"Associations between lifestyle factors, overall health and disease risk and survival in the UK Biobank",Newcastle University,Professor John Mathers,2021-09-21,https://www.ukbiobank.ac.uk/projects/associations-between-lifestyle-factors-overall-health-and-disease-risk-and-survival-in-the-uk-biobank/,matched_one_website_record,1,unique_normalized_title
69385,Analysis of variants implicated in onset and female-bias in presentation of multiple sclerosis to understand their prevalence and epistatic effect on multiple sclerosis in the general population,Icahn School of Medicine at Mount Sinai,Dr Kirill Borziak,2021-02-26,https://www.ukbiobank.ac.uk/projects/analysis-of-variants-implicated-in-onset-and-female-bias-in-presentation-of-multiple-sclerosis-to-understand-their-prevalence-and-epistatic-effect-on-multiple-sclerosis-in-the-general-population/,matched_one_website_record,1,unique_normalized_title
69407,Characterization of actionable pharmacogenetic (PGx) variation across population-based cohorts,Cleveland Clinic Foundation,Dr Daniel Rotroff,2021-02-01,https://www.ukbiobank.ac.uk/projects/characterization-of-actionable-pharmacogenetic-pgx-variation-across-population-based-cohorts/,matched_one_website_record,1,unique_normalized_title
69424,"Lifestyle, genetic disposition and healthy longevity",Wuhan University of Science and Technology,Professor Shuang Rong,2021-06-17,https://www.ukbiobank.ac.uk/projects/lifestyle-genetic-disposition-and-healthy-longevity/,matched_one_website_record,1,unique_normalized_title
69476,The genetic architecture and enviromental risk factors of pancreatitis.,Yangzhou University,Mr Xiao-Lin Yang,2021-03-30,https://www.ukbiobank.ac.uk/projects/the-genetic-architecture-and-enviromental-risk-factors-of-pancreatitis/,matched_one_website_record,1,unique_normalized_title
69521,"Association of serum calcium, vitamin D and C-reactive protein with all-cause and cause-specific mortality in osteoarthritis",Shanghai Sixth People's Hospital,Dr Kai Fu,2022-04-06,https://www.ukbiobank.ac.uk/projects/association-of-serum-calcium-vitamin-d-and-c-reactive-protein-with-all-cause-and-cause-specific-mortality-in-osteoarthritis/,matched_one_website_record,1,unique_normalized_title
69532,Identification of gene variants associated with human performance.,Edith Cowan University,Dr Kristina Kendall,2021-02-15,https://www.ukbiobank.ac.uk/projects/identification-of-gene-variants-associated-with-human-performance/,matched_one_website_record,1,unique_normalized_title
69550,"Identifying the potential effects of environmental and other healthcare related factors influencing health outcomes, mediated by genetic variances",Sun Yat-Sen University,Professor Haitao Li,2021-02-02,https://www.ukbiobank.ac.uk/projects/identifying-the-potential-effects-of-environmental-and-other-healthcare-related-factors-influencing-health-outcomes-mediated-by-genetic-variances/,matched_one_website_record,1,unique_normalized_title
69566,Combining Deep Neural Networks and Large-Scale Brain Data to Predict Human Cognition and Behavior,University of Florida,Dr Brian Odegaard,2021-04-22,https://www.ukbiobank.ac.uk/projects/combining-deep-neural-networks-and-large-scale-brain-data-to-predict-human-cognition-and-behavior/,matched_one_website_record,1,unique_normalized_title
69578,"Low-dose acetylsalicylic acid use, its neuroprotective and gastrointestinal implications",Heidelberg University,Ms Thi Ngoc Mai Nguyen,2021-01-25,https://www.ukbiobank.ac.uk/projects/low-dose-acetylsalicylic-acid-use-its-neuroprotective-and-gastrointestinal-implications/,matched_one_website_record,1,unique_normalized_title
69597,Association of Noise Pollution and Cardiometabolic Disease,Jinan University,Dr Guang Hao,2021-01-25,https://www.ukbiobank.ac.uk/projects/association-of-noise-pollution-and-cardiometabolic-disease/,matched_one_website_record,1,unique_normalized_title
69610,Genetic stratification of immunosuppressive drugs on neurodegenerative disorders incidence,Cardiff University,Dr Cynthia Sandor,2021-05-04,https://www.ukbiobank.ac.uk/projects/genetic-stratification-of-immunosuppressive-drugs-on-neurodegenerative-disorders-incidence/,matched_one_website_record,1,unique_normalized_title
69623,Gene-environment interaction of modifiable risk factors for cognitive decline and their associations with structural and functional MRI in the UK Biobank,Ludwig Maximilian University of Munich,Dr Boris-Stephan Rauchmann,2022-01-12,https://www.ukbiobank.ac.uk/projects/gene-environment-interaction-of-modifiable-risk-factors-for-cognitive-decline-and-their-associations-with-structural-and-functional-mri-in-the-uk-biobank/,matched_one_website_record,1,unique_normalized_title
69634,Establishing biological age(s) prognostic of health and well-being and interventions to improve them.,Humanity Inc,Dr Peter Joshi,2021-03-29,https://www.ukbiobank.ac.uk/projects/establishing-biological-ages-prognostic-of-health-and-well-being-and-interventions-to-improve-them/,matched_one_website_record,1,unique_normalized_title
69668,Establishing the Role of Genetic Variation in Vitamin D Regulated Gene Expression in Multiple Sclerosis Pathogenesis,"University of California, Berkeley",Professor Lisa Barcellos,2021-04-13,https://www.ukbiobank.ac.uk/projects/establishing-the-role-of-genetic-variation-in-vitamin-d-regulated-gene-expression-in-multiple-sclerosis-pathogenesis/,matched_one_website_record,1,unique_normalized_title
69675,Regulation of energy homeostasis in adipose tissue,Beth Israel Deaconess Medical Center,Dr Zachary Taxin,2021-02-17,https://www.ukbiobank.ac.uk/projects/regulation-of-energy-homeostasis-in-adipose-tissue/,matched_one_website_record,1,unique_normalized_title
69718,Multi-omic analyses of otorhinolaryngology-related disorders,West China Hospital of Sichuan University,Dr Jianjun Ren,2021-02-16,https://www.ukbiobank.ac.uk/projects/multi-omic-analyses-of-otorhinolaryngology-related-disorders/,matched_one_website_record,1,unique_normalized_title
69741,"Environmental exposures, medicine use, genetic susceptibility, and the risk of cardiovascular diseases and psychiatric disorders",Huazhong University of Science and Technology,Professor Yaohua Tian,2021-02-22,https://www.ukbiobank.ac.uk/projects/environmental-exposures-medicine-use-genetic-susceptibility-and-the-risk-of-cardiovascular-diseases-and-psychiatric-disorders/,matched_one_website_record,1,unique_normalized_title
69794,Study of the genetic basis of clonal hematopoiesis,Institute for Research Biomedicine (IRB Barcelona),Dr Nuria Lopez-Bigas,2021-03-02,https://www.ukbiobank.ac.uk/projects/study-of-the-genetic-basis-of-clonal-hematopoiesis/,matched_one_website_record,1,unique_normalized_title
69804,"Large-scale whole genome sequencing of the UK Biobank cohort to generate and evaluate therapeutic hypotheses regarding targets, biomarkers and pathways implicated in disease",Amgen Inc,Dr David Reese,2020-11-17,https://www.ukbiobank.ac.uk/projects/large-scale-whole-genome-sequencing-of-the-uk-biobank-cohort-to-generate-and-evaluate-therapeutic-hypotheses-regarding-targets-biomarkers-and-pathways-implicated-in-disease-3/,matched_one_website_record,1,duplicate_title_resolved_by_institution
69815,Improving risk prediction of cardiometabolic diseases by integrating ethnic-specific genetic variants and environmental predictors,Fuwai Hospital Chinese Academy of Medical Sciences,Dr Xiangfeng Lu,2021-04-20,https://www.ukbiobank.ac.uk/projects/improving-risk-prediction-of-cardiometabolic-diseases-by-integrating-ethnic-specific-genetic-variants-and-environmental-predictors/,matched_one_website_record,1,unique_normalized_title
69836,Characterizing the inter-relationships between polypharmacy and multiple long-term conditions in UK Biobank,Newcastle University,Professor Nick Reynolds,2021-03-01,https://www.ukbiobank.ac.uk/projects/characterizing-the-inter-relationships-between-polypharmacy-and-multiple-long-term-conditions-in-uk-biobank/,matched_one_website_record,1,unique_normalized_title
69870,Validation of a genetics-based cardiometabolic disease risk assessment model using existing genomic datasets,GENBEN LIFESCIENCES CORPORATION (dba GB HealthWatch),Dr Chifeng Ma,2021-02-22,https://www.ukbiobank.ac.uk/projects/validation-of-a-genetics-based-cardiometabolic-disease-risk-assessment-model-using-existing-genomic-datasets/,matched_one_website_record,1,unique_normalized_title
69891,"LEAP-CKD: Lifestyle, Environment And Physiology: an exploration of the association with future chronic kidney disease",University of Glasgow,Dr Elaine Rutherford,2021-03-29,https://www.ukbiobank.ac.uk/projects/leap-ckd-lifestyle-environment-and-physiology-an-exploration-of-the-association-with-future-chronic-kidney-disease/,matched_one_website_record,1,unique_normalized_title
69901,Validation of a risk prediction model for breast cancer.,Predilife SA,Dr Stephane Ragusa,2021-02-01,https://www.ukbiobank.ac.uk/projects/validation-of-a-risk-prediction-model-for-breast-cancer/,matched_one_website_record,1,unique_normalized_title
69929,Rare variant analysis in cancer susceptibility,University of Pennsylvania,Dr Katherine Nathanson,2021-10-18,https://www.ukbiobank.ac.uk/projects/rare-variant-analysis-in-cancer-susceptibility/,matched_one_website_record,1,unique_normalized_title
69938,Single cell resolved transcriptional profiling of blood in the UK Biobank,Wellcome Trust Sanger Institute,Professor Nicole Soranzo,2022-06-01,https://www.ukbiobank.ac.uk/projects/single-cell-resolved-transcriptional-profiling-of-blood-in-the-uk-biobank/,matched_one_website_record,1,unique_normalized_title
69940,Evaluating the determinants and correlates of infection status and immune profile in UKB,University of Birmingham,Professor Paul Moss,2025-01-09,https://www.ukbiobank.ac.uk/projects/evaluating-the-determinants-and-correlates-of-infection-status-and-immune-profile-in-ukb/,matched_one_website_record,1,unique_normalized_title
69955,Modeling the combined effect of the genome and environmental risk factors on complex traits to understand an individual's trajectory of health outcomes.,National Institute of Biomedical Genomics,Dr Samsiddhi Bhattacharjee,2021-04-27,https://www.ukbiobank.ac.uk/projects/modeling-the-combined-effect-of-the-genome-and-environmental-risk-factors-on-complex-traits-to-understand-an-individuals-trajectory-of-health-outcomes/,matched_one_website_record,1,detail_page_app_id_after_title_unmatched_or_ambiguous
69972,Risk and prognosis of estrogen-related diseases,Zhejiang University,Dr Wei He,2021-02-16,https://www.ukbiobank.ac.uk/projects/risk-and-prognosis-of-estrogen-related-diseases/,matched_one_website_record,1,unique_normalized_title
69986,"Novel liver biomarkers, clinical risk scores, and cardiovascular risk prediction in diverse ethnicities: data from the UK Biobank",University of Adelaide,Dr Thomas Agbaedeng,2021-11-15,https://www.ukbiobank.ac.uk/projects/novel-liver-biomarkers-clinical-risk-scores-and-cardiovascular-risk-prediction-in-diverse-ethnicities-data-from-the-uk-biobank/,matched_one_website_record,1,unique_normalized_title
70023,Genetic studies of the complex phnotypes using haplotype-aware models of gene and isoform expression,The Scripps Research Institute,Dr Pejman Mohammadi,2021-02-08,https://www.ukbiobank.ac.uk/projects/genetic-studies-of-the-complex-phnotypes-using-haplotype-aware-models-of-gene-and-isoform-expression/,matched_one_website_record,1,unique_normalized_title
70034,"Metabolic syndrome, Inflammation, and neurodegeneration",Korea Brain Research Institute,Dr Chi-Hun Kim,2021-05-19,https://www.ukbiobank.ac.uk/projects/metabolic-syndrome-inflammation-and-neurodegeneration/,matched_one_website_record,1,unique_normalized_title
70047,Investigating early signs of dementia,University College London,Dr Hanyi Chen,2021-06-22,https://www.ukbiobank.ac.uk/projects/investigating-early-signs-of-dementia/,matched_one_website_record,1,unique_normalized_title
70068,Assessment of the associations between domestic water hardness usage and eczema prevalence and incidence in middle-aged adults aged from England and Wales,University of Melbourne,Mr Diego Lopez,2021-06-17,https://www.ukbiobank.ac.uk/projects/assessment-of-the-associations-between-domestic-water-hardness-usage-and-eczema-prevalence-and-incidence-in-middle-aged-adults-aged-from-england-and-wales/,matched_one_website_record,1,unique_normalized_title
70075,Developing interpretable machine learning methods for genome-wide association studies,RIKEN,Dr Makoto Yamada,2022-01-25,https://www.ukbiobank.ac.uk/projects/developing-interpretable-machine-learning-methods-for-genome-wide-association-studies/,matched_one_website_record,1,unique_normalized_title
70109,Investigating the Relative Influence of Clinical and Genetic Risk Factors on Cerebrovascular Disease and Cognitive Impairment in Aging.,Sun Yat-Sen University,Professor Yamei Tang,2021-09-08,https://www.ukbiobank.ac.uk/projects/investigating-the-relative-influence-of-clinical-and-genetic-risk-factors-on-cerebrovascular-disease-and-cognitive-impairment-in-aging/,matched_one_website_record,1,unique_normalized_title
70132,What are the long-term effect of the drugs used to treat psychiatric disorders and their associated comorbidities on the brain?,University of Otago,Dr Bruce Russell,2021-05-04,https://www.ukbiobank.ac.uk/projects/what-are-the-long-term-effect-of-the-drugs-used-to-treat-psychiatric-disorders-and-their-associated-comorbidities-on-the-brain/,matched_one_website_record,1,unique_normalized_title
70166,"The associations of circulating vitamin D, calcium, phosphate and pancreatic cancer risk in the UK Biobank cohort",Columbia University,Dr Jeanine Genkinger,2021-04-14,https://www.ukbiobank.ac.uk/projects/the-associations-of-circulating-vitamin-d-calcium-phosphate-and-pancreatic-cancer-risk-in-the-uk-biobank-cohort/,matched_one_website_record,1,unique_normalized_title
70184,"Associations of physical activity and physical function with the risk of COVID-19 infection, hospitalisation, and death.",Loughborough University,Mr Malik Hamrouni,2021-02-09,https://www.ukbiobank.ac.uk/projects/associations-of-physical-activity-and-physical-function-with-the-risk-of-covid-19-infection-hospitalisation-and-death/,matched_one_website_record,1,unique_normalized_title
70215,Investigating the Genetic Basis of Human Intrinsic Capacity,Adelaide University,Dr Azmeraw Amare,2021-07-21,https://www.ukbiobank.ac.uk/projects/investigating-the-genetic-basis-of-human-intrinsic-capacity/,matched_one_website_record,1,unique_normalized_title
70227,"Assessing psychological trauma and physical health outcomes: focusing on exposure patterns, disease heterogeneity, the interaction between gene-trauma-environment, and resilience",Yonsei University,Dr Sun Jae Jung,2021-10-18,https://www.ukbiobank.ac.uk/projects/assessing-psychological-trauma-and-physical-health-outcomes-focusing-on-exposure-patterns-disease-heterogeneity-the-interaction-between-gene-trauma-environment-and-resilience/,matched_one_website_record,1,unique_normalized_title
70236,Relative importance of different risk factors for the development of type 2 diabetes,University of Gothenburg,Dr Moa Lugner,2021-03-15,https://www.ukbiobank.ac.uk/projects/relative-importance-of-different-risk-factors-for-the-development-of-type-2-diabetes/,matched_one_website_record,1,unique_normalized_title
70258,The epidemiology of autoimmune diseases in the UK and China,University of Oxford,Dr Olaa Mohamed-Ahmed,2021-10-26,https://www.ukbiobank.ac.uk/projects/the-epidemiology-of-autoimmune-diseases-in-the-uk-and-china/,matched_one_website_record,1,unique_normalized_title
70262,Life-style factors and their interactions with genes in the context of inflammation and inflammation-related diseases,Helmholtz Zentrum Munchen,Dr Marie Standl,2021-03-08,https://www.ukbiobank.ac.uk/projects/life-style-factors-and-their-interactions-with-genes-in-the-context-of-inflammation-and-inflammation-related-diseases/,matched_one_website_record,1,unique_normalized_title
70270,Investigating genome wide determinants of antipsychotic-induced metabolic syndrome (AP-Mets) using UK Biobank data,University of Cincinnati Research Institute - (UCRI),Dr Nihal El Rouby,2021-11-30,https://www.ukbiobank.ac.uk/projects/investigating-genome-wide-determinants-of-antipsychotic-induced-metabolic-syndrome-ap-mets-using-uk-biobank-data/,matched_one_website_record,1,unique_normalized_title
70289,Unpacking sex differences in the neurobiology of heavy alcohol use,Australian Catholic University,Dr Valentina Lorenzetti,2021-09-10,https://www.ukbiobank.ac.uk/projects/unpacking-sex-differences-in-the-neurobiology-of-heavy-alcohol-use/,matched_one_website_record,1,unique_normalized_title
70291,Assessing the impact of natural environmental exposures on multimorbidity.,University of York,Dr Peter Coventry,2021-07-14,https://www.ukbiobank.ac.uk/projects/assessing-the-impact-of-natural-environmental-exposures-on-multimorbidity/,matched_one_website_record,1,unique_normalized_title
70301,Improved diagnosis of rare diseases using shared common disease genetic architectures,Children's Mercy Hospital,Professor Craig Smail,2021-05-05,https://www.ukbiobank.ac.uk/projects/improved-diagnosis-of-rare-diseases-using-shared-common-disease-genetic-architectures/,matched_one_website_record,1,unique_normalized_title
70340,Cross-modal medical analysis and reasoning,Institute of Automation (Chinese Academy Of Sciences),Professor Wensheng Zhang,2022-08-26,https://www.ukbiobank.ac.uk/projects/cross-modal-medical-analysis-and-reasoning/,matched_one_website_record,1,unique_normalized_title
