app_id,start_date,policy_period,expansion_layer,previous_classification,previous_confidence,proposed_new_classification,evidence_type,evidence_source,source_timing,supporting_text_excerpt,inferred_underlying_data_product_or_rap_use,matched_term_or_expression,evidence_dictionary_term_id,confidence,manual_review_flag,manual_review_reason,source_pub_id,source_pub_date,source_doi,previous_already_rap_modalities,previous_legacy_route_modalities,schema27_title,website_url
98740,2023-09-18,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...sugar, high blood pressure (hypertension), cholesterol imbalance (dyslipidemia) and obesity, is a significant public health concern. The objective of this study is to use genomic (whole genome sequencing, metabolomics, etc.) and clinical data regarding patient symptoms from the UK Biobank to provide insight into the genomic contributors to cardiometabolic disease and its component...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|PHYSICAL_MEASURES,Identification and Characterization of Loci Associated with Cardiometabolic Disease,https://www.ukbiobank.ac.uk/projects/identification-and-characterization-of-loci-associated-with-cardiometabolic-disease/
100014,2023-03-08,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,schema27_title: Whole-genome sequencing studies for disease-related and imaging phenotypes using UKBB data. schema27_notes: Whole-genome sequencing (WGS) studies including gene-based tests and single variant tests (GWAS) have identified numerous genes and variants associated with a variety of human diseases and traits. We perform...,Whole genome sequencing data,WGS,C1_WGS_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,GENOTYPING_IMPUTATION|IMAGING|PHYSICAL_MEASURES,Whole-genome sequencing studies for disease-related and imaging phenotypes using UKBB data.,https://www.ukbiobank.ac.uk/projects/whole-genome-sequencing-studies-for-disease-related-and-imaging-phenotypes-using-ukbb-data/
101066,2023-06-21,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...ring the genome the target of interest in order to identify the disease-causing biological mechanisms. The project will use a combination of genotype data, whole exome sequencing, whole genome sequencing, and metabolomics data from the UK Biobank to gain a comprehensive view of the underlying causes of allergic diseases. By integrating data from different sources, the project will...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES|WGS,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION,Unraveling the Genetic and Molecular Basis of allergic diseases,https://www.ukbiobank.ac.uk/projects/unraveling-the-genetic-and-molecular-basis-of-allergic-diseases/
101287,2023-06-02,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...tracting features, we will perform genetic analyses studying these features on all participants. This will include adapting and applying methods for imputed data, whole-exome, and whole-genome sequencing. Finally, we will study the relationship between these newly extracted phenotypes and traits to causal links with disease outcomes. Public health impact: Many medical conditions,...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,GENOTYPING_IMPUTATION|IMAGING|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,Investigating human physiology and disease by integrating multimodal data in the UK biobank,https://www.ukbiobank.ac.uk/projects/investigating-human-physiology-and-disease-by-integrating-multimodal-data-in-the-uk-biobank/
101336,2024-05-08,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...in patients with inflammatory diseases and that CH is associated with higher inflammatory activity in these diseases. In this UKBB project, we will leverage CHIP information from whole exome sequencing and mCA information from SNP arrays to evaluate their association with inflammatory diseases using multivariable models. We will also perform Mendelian randomization to understand...",Whole exome sequencing data,whole exome sequencing / whole-exome sequence,C1_WHOLE_EXOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,GENOTYPING_IMPUTATION,Clonal hematopoiesis and inflammatory diseases,https://www.ukbiobank.ac.uk/projects/clonal-hematopoiesis-and-inflammatory-diseases/
102127,2023-05-26,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...lenging to identify the actual causal gene, establishing clear genotype-phenotype correlations and translating genetic advances into improved patient care. Whole exome sequencing (WES) studies have been conducted to help understand genetic abnormalities associated with HF, with a focus on protein-coding regions. This may lead to the identification of biomarkers...",Whole exome sequencing data,WES,C1_WES_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION,"Identification, Characterization and Structural Elucidation of Significant Exome Variations in Population of Asian Ancestry with Heart Failure",https://www.ukbiobank.ac.uk/projects/identification-characterization-and-structural-elucidation-of-significant-exome-variations-in-population-of-asian-ancestry-with-heart-failure/
102638,2023-05-15,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...es to data from the UK Biobank and Danish population-based case-cohort sample for genome-wide association studies (GWAS), whole-exome sequencing (WES) and whole-genome sequencing (WGS) studies. The goal is to identify novel genetic risks and advance our knowledge of the genetic architecture of these disorders, with a focus on the role of common and rare genetic...",Whole genome sequencing data,WGS,C1_WGS_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES|WGS,GENOTYPING_IMPUTATION|IMAGING|LINKED_HEALTH_RECORDS,Advancing understanding of psychiatric disorders via genetic analyses,https://www.ukbiobank.ac.uk/projects/advancing-understanding-of-psychiatric-disorders-via-genetic-analyses/
102672,2023-06-02,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"schema27_title: Identification of novel copy number variants involved in deafness phenotypes using whole-genome sequencing data schema27_notes: Hearing loss is the most common sensory disorder, affecting approximately one in 500 newborns worldwide. Genetic causes are estimated to be responsible for he...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,GENOTYPING_IMPUTATION,Identification of novel copy number variants involved in deafness phenotypes using whole-genome sequencing data,https://www.ukbiobank.ac.uk/projects/identification-of-novel-copy-number-variants-involved-in-deafness-phenotypes-using-whole-genome-sequencing-data/
105141,2023-08-03,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...x genomic data from whole human genome sequencing and convert it to a usable outcome that can be used to support decision making in healthcare. Therefore, this project aims to use whole genome sequencing data in advanced ML techniques to improve the accuracy, adaptability, and comprehensiveness of health characteristic predictions and provide personalised recommendations for healt...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,IMAGING,Transfer Learning for Genome Analysis and Personalised Healthcare Recommendation,https://www.ukbiobank.ac.uk/projects/transfer-learning-for-genome-analysis-and-personalised-healthcare-recommendation/
106252,2025-03-05,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,...e MRI as a screening tool to evaluate novel genetic mutations that could lead to PFBC. Project duration: We estimate a project duration of three years to establish the imaging and WES processing and analysis pipelines and to analyze the large amount of data. The expected value of the research (public interest): The project could lead to the identification of no...,Whole exome sequencing data,WES,C1_WES_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,IMAGING,Imaging phenotypes and genetic underpinnings of Primary familial brain calcifications (PFBC),https://www.ukbiobank.ac.uk/projects/imaging-phenotypes-and-genetic-underpinnings-of-primary-familial-brain-calcifications-pfbc/
107825,2023-09-27,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...research aims to develop an advanced disease prediction model for complex diseases by integrating both common and rare genetic variants identified through whole-exome sequencing (WES) data. One of the primary objectives of our study is to evaluate the heritability of complex diseases using WES data, shedding light on the underlying genetic factors contributing...",Whole exome sequencing data,WES,C1_WES_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,GENOTYPING_IMPUTATION,A diseases prediction model based on common variants (polygenic risk score) and rare variants (variant weighted gene burden scores) in whole exome sequencing data,https://www.ukbiobank.ac.uk/projects/a-diseases-prediction-model-based-on-common-variants-polygenic-risk-score-and-rare-variants-variant-weighted-gene-burden-scores-in-whole-exome-sequencing-data/
135872,2024-04-10,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...ding protein (TDP43) which is mutated in rare form of neuromuscular disease. Here we will leverage cross-sectional data from UK-biobank with large whole genome-sequencing dataset (WGS), biomarker and imaging data to identify genetic variants that increase individual risk of developing severe forms of viral infection and subsequent AD through a dysregulation of...",Whole genome sequencing data,WGS,C1_WGS_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS|IMAGING,Innate Immune system in Alzheimer's disease (AD) risk : The role of TDP43 in microglia,https://www.ukbiobank.ac.uk/projects/innate-immune-system-in-alzheimers-disease-ad-risk-the-role-of-tdp43-in-microglia/
140494,2024-12-04,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...ion studies have identified many common genetic variants of chronic diseases, such as cancer, cardiovascular disease, and type 2 diabetes. However, the rare variants identified by whole-exome sequencing are very limited. Combined with common and rare variants of major chronic disease, an aggregated polygenic risk score will be constructed to indicate the contribution to the disea...",Whole exome sequencing data,whole exome sequencing / whole-exome sequence,C1_WHOLE_EXOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,GENOTYPING_IMPUTATION,Genome- and exposome-wide analysis for major chronic diseases,https://www.ukbiobank.ac.uk/projects/genome-and-exposome-wide-analysis-for-major-chronic-diseases/
144841,2024-11-11,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...to clonal expansion in regenerating hematopoietic stem cell populations has recently been associated with both hematological cancer and coronary heart disease. Analyses of somatic whole-genome sequences provide the opportunity to identify root causes of CH. To investigate the prevalence and dynamics of genetic alterations among healthy elderly individuals, a cohort of 200 people...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,GENOTYPING_IMPUTATION,Prevalence and dynamics of clonal hematopoiesis in elderly individuals without hematologic disorders,https://www.ukbiobank.ac.uk/projects/prevalence-and-dynamics-of-clonal-hematopoiesis-in-elderly-individuals-without-hematologic-disorders/
151138,2024-02-08,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...ually only based on single types of data and are inaccurate. Recent availability of multimodal datasets integrating physical activity, patient-reported outcomes, and genotypic and whole exome sequencing information promise to improve the ability to predict risk and phenotype patients with chronic illness to facilitate targeted interventions. In this study, we will develop disease...",Whole exome sequencing data,whole exome sequencing / whole-exome sequence,C1_WHOLE_EXOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,"Using longitudinal multimodal data to predict adverse events among patients with cancer, COPD, and heart failure",https://www.ukbiobank.ac.uk/projects/using-longitudinal-multimodal-data-to-predict-adverse-events-among-patients-with-cancer-copd-and-heart-failure/
162378,2024-03-26,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...is interested in discovering the genes and pathophysiologically significant imaging and protein biomarkers associated with the risk of dystonia and other related disorders. Using whole genome sequencing data, we will identify genetic variations that are enriched in the dystonia cohort in the UK Biobank in comparison to the general population. We will layer this information with p...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS|IMAGING,Genetic and neuroimaging biomarkers of dystonia and related disorders,https://www.ukbiobank.ac.uk/projects/genetic-and-neuroimaging-biomarkers-of-dystonia-and-related-disorders/
162931,2025-01-07,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...success rate (PMID:26121088). Recent work has demonstrated that the majority of variance in mRNA expression is promoter-driven, and deep learning models like ExPecto can leverage genomic sequence data to make tissue-specific predictions of RNA expression (PMID:30013180), providing a potential surrogate for tissue-based RNA-seq data, which are unavailable at larger scale, beyond...",Whole genome sequencing data,genome sequence data / genomic sequence data,C1_GENOME_SEQUENCE_DATA,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,GENOTYPING_IMPUTATION,Prediction of phenotypic and clinical outcomes as a function of genetic variation and its relationship to RNA levels,https://www.ukbiobank.ac.uk/projects/prediction-of-phenotypic-and-clinical-outcomes-as-a-function-of-genetic-variation-and-its-relationship-to-rna-levels/
176536,2024-12-17,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...tic variants. We will conduct a genome-wide association study (GWAS), a method that allows us to find genetic variants associated with the condition. In addition, we will also use whole-genome sequencing and RNA-seq to get a detailed view of these genetic variants and how they are expressed in the body. To ensure the findings are robust and applicable in the real world, we will as...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|PHYSICAL_MEASURES,Predicting Preeclampsia Severity: A Machine Learning Approach Using Genomic Data and Clinical Information,https://www.ukbiobank.ac.uk/projects/predicting-preeclampsia-severity-a-machine-learning-approach-using-genomic-data-and-clinical-information/
176625,2024-04-16,before_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,pre_policy_project_text,"...patients), colorectal (16,431 Black patients), Prostate (36,231 Black patients), Lung (9,729 Black patients), and Liver (17,548 Black patients). We then plan to use the UK Biobank whole exome sequencing data to: A) validate comorbidities and determine relevant genetic evidence to the in-house findings, by discovering associations between genes, proteins, variants and pathways cau...",Whole exome sequencing data,whole exome sequencing / whole-exome sequence,C1_WHOLE_EXOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,BIOMARKERS_ASSAYS,Investigating the Racial Disparities Between Black and White patients with Cancer Using Bioinformatics and Artificial Intelligence,https://www.ukbiobank.ac.uk/projects/investigating-the-racial-disparities-between-black-and-white-patients-with-cancer-using-bioinformatics-and-artificial-intelligence/
180759,2024-11-27,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"schema27_title: Whole genome sequencing analysis of rare and common variants in relation to lipids. schema27_notes: Familial Hypercholesterolaemia (FH) is a disease of high ""bad cholesterol"" in blood, which leads to 1 i...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,QUESTIONNAIRES_ASSESSMENT,Whole genome sequencing analysis of rare and common variants in relation to lipids.,https://www.ukbiobank.ac.uk/projects/whole-genome-sequencing-analysis-of-rare-and-common-variants-in-relation-to-lipids/
191001,2024-12-04,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...is study, we aimed to identify genetic risk factors for AD and develop a risk prediction model. People with AD benefit more from early intervention before obvious symptoms appear. Whole-genome sequencing data, proteomic data, and magnetic resonance imaging (MRI) data provide different information about AD. Genetic data from healthy subjects and patients can help identify genetic r...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS|IMAGING,Integrating omics data and imaging data to identify risk factors and predict disease risk for Alzheimer's disease,https://www.ukbiobank.ac.uk/projects/integrating-omics-data-and-imaging-data-to-identify-risk-factors-and-predict-disease-risk-for-alzheimers-disease/
194423,2024-10-30,after_policy,C1,NEWLY_RAP_BOUND,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...factors in the lifestyle-NCD association and develop a quantitative measurement of the genetic risk based on the combination of multiple SNPs with the use of metabolomics data and genome sequencing data. Multimodal medical prediction covers various data types, including medical imaging, pathological images, omics data, and clinical text data. In the fusion model of multimodal med...",Whole genome sequencing data,genome sequence data / genomic sequence data,C1_GENOME_SEQUENCE_DATA,HIGH,no,,,,,,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|IMAGING|QUESTIONNAIRES_ASSESSMENT,"Interplay among dietary pattern, lifestyles, mental well-being, and genetic predispositions in non-communicable diseases",https://www.ukbiobank.ac.uk/projects/interplay-among-dietary-pattern-lifestyles-mental-well-being-and-genetic-predispositions-in-non-communicable-diseases/
196939,2024-10-15,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...by joint analyses of the UK Biobank and Genomics England datasets in the National Genomic Research Library (NGRL) schema27_notes: Genomics England partners with the NHS to enable whole genome sequencing diagnostics. Our aim is to improve genomic healthcare and contribute to scientific research. We focus on identifying new genetic factors related to disease, particularly rare dise...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS,Assessing genomic determinants underlying disease pathogenesis and clinical course by joint analyses of the UK Biobank and Genomics England datasets in the National Genomic Research Library (NGRL),https://www.ukbiobank.ac.uk/projects/assessing-genomic-determinants-underlying-disease-pathogenesis-and-clinical-course-by-joint-analyses-of-the-uk-biobank-and-genomics-england-datasets-in-the-national-genomic-research-library-ngrl/
199635,2024-10-30,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...pression of lung cancer biomarkers. Moving forward, our project spans 36 months and aims to comprehensively explore the biological impact of Poldip2 SNPs in humans. We plan to use whole-genome sequencing data to validate associations in infectious conditions and organ failure. Integrating multiomic platforms, including genotypic, transcriptomic, metabolomic, and proteomic data, wi...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION,Elucidation of the biological consequences given a single nucleotide polymorphism in Polymerase-delta interacting protein (Poldip2) region in patients with infectious diseases,https://www.ukbiobank.ac.uk/projects/elucidation-of-the-biological-consequences-given-a-single-nucleotide-polymorphism-in-polymerase-delta-interacting-protein-poldip2-region-in-patients-with-infectious-diseases/
200249,2025-02-07,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"schema27_title: Exploring WGS Data, Clinical Biomarkers, Proteomics, and Metabolomics in Age-Related Disorders and Hard-to-Diagnose Disorders schema27_notes: Scientists are using advanced methods to study the...",Whole genome sequencing data,WGS,C1_WGS_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS,"Exploring WGS Data, Clinical Biomarkers, Proteomics, and Metabolomics in Age-Related Disorders and Hard-to-Diagnose Disorders",https://www.ukbiobank.ac.uk/projects/exploring-wgs-data-clinical-biomarkers-proteomics-and-metabolomics-in-age-related-disorders-and-hard-to-diagnose-disorders/
200882,2025-02-13,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,schema27_title: Improving Organ Aging Models Using WGS and Proteomics Data from UK Biobank schema27_notes: Lay Summary of the Research Project: Aims: Our research aims to improve how we understand and predict the aging process in huma...,Whole genome sequencing data,WGS,C1_WGS_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS,Improving Organ Aging Models Using WGS and Proteomics Data from UK Biobank,https://www.ukbiobank.ac.uk/projects/improving-organ-aging-models-using-wgs-and-proteomics-data-from-uk-biobank/
211447,2024-11-11,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...cancers and cardiovascular diseases, have a complex genetic basis with multiple risk factors, yet many genetic variants influencing these diseases remain unidentified. Large-scale whole genome sequencing studies present a unique opportunity to investigate the impact of common and rare variants on human diseases or traits, especially for the noncoding genome. Our project's primary...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,ENVIRONMENT_GEOSPATIAL,Statistical methods and scalable cloud-based toolset for integrative analysis of biobank-scale sequencing studies and biobanks for complex diseases,https://www.ukbiobank.ac.uk/projects/statistical-methods-and-scalable-cloud-based-toolset-for-integrative-analysis-of-biobank-scale-sequencing-studies-and-biobanks-for-complex-diseases/
220731,2024-11-12,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...n techniques to study underlying human biology have expanded our ability to study chronic diseases with complex etiologies, including technical advancement in proteomic profiling, whole genome sequencing, and detection of changes in DNA methylation. Furthermore, the expansion of the use of artificial intelligence and machine learning based models in healthcare holds great promise...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS|QUESTIONNAIRES_ASSESSMENT,Integrative Approaches to Precision Medicine,https://www.ukbiobank.ac.uk/projects/integrative-approaches-to-precision-medicine/
248731,2025-06-30,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...tion that DDIs are not always indicative of DGIs, suggesting a gap in our understanding that could be pivotal for drug safety and efficacy. The goal is to bridge this gap by using whole genome sequencing data to conduct a comprehensive analysis of how genetic factors affect drug interactions and their outcomes. This includes using sophisticated statistical models to account for a...",Whole genome sequencing data,whole genome sequencing / whole-genome sequence,C1_WHOLE_GENOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,GENOTYPING_IMPUTATION,Formulate and validate a pharmacogenomics hypothesis based on drug-drug interaction (DDI)-adverse drug reaction (ADR) signals using a biobank database,https://www.ukbiobank.ac.uk/projects/formulate-and-validate-a-pharmacogenomics-hypothesis-based-on-drug-drug-interaction-ddi-adverse-drug-reaction-adr-signals-using-a-biobank-database/
250388,2024-10-23,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...ses. However, the clinical implications of SNPs in TRF2 gene are not clear. This study proposes to establish a cohort of general populations by requesting the general information, whole exome sequencing, biomarkers, survival times, lifestyle, family history and disease status, from the UK Biobank. We will explore whether SNPs in TRF2 gene have clinical implications related to tel...",Whole exome sequencing data,whole exome sequencing / whole-exome sequence,C1_WHOLE_EXOME_SEQUENCE,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,Study on the clinical implications of SNPs in TRF2 gene in the UK Biobank,https://www.ukbiobank.ac.uk/projects/study-on-the-clinical-implications-of-snps-in-trf2-gene-in-the-uk-biobank/
256056,2024-11-11,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...everely undercutting the rich diversity within human genetics. Our current research proposal leverages the UK Biobank's genetic and health data, including whole-genome sequencing (WGS) data from around 500,000 individuals. This unique resource offers us an opportunity to develop novel deep learning models that can better predict the functional roles of genetic...",Whole genome sequencing data,WGS,C1_WGS_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WGS,BIOMARKERS_ASSAYS,Deep learning and genomic analyses of functional genetic variants and region specific genes in human diseases,https://www.ukbiobank.ac.uk/projects/deep-learning-and-genomic-analyses-of-functional-genetic-variants-and-region-specific-genes-in-human-diseases/
260281,2025-09-10,after_policy,C1,MIXED,HIGH,CONTROL_CANDIDATE_C1,explicit_sequence_data_wording,Schema 27 title/notes plus UKB Projects website excerpt,post_policy_project_text,"...morigenesis, investigate their impact on tumor progression, and explore intervention strategies. The project will utilize whole exome sequencing (WES) and whole genome sequencing (WGS) data, along with detailed clinicopathological metadata, to assess the influence of various risk factors on lung cancer survival. Additionally, the study will compare the prevalen...",Whole genome sequencing data,WGS,C1_WGS_ABBREVIATION,HIGH_NEEDS_MIXED_REVIEW,yes,previous_stage3_classification_was_mixed,,,,WES|WGS,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,Assessment the impact of risk factors on lung adenocarcinoma,https://www.ukbiobank.ac.uk/projects/assessment-the-impact-of-risk-factors-on-lung-adenocarcinoma/
